KCHS,Charleston International Airport,US,32.5355,80.0226,38476,2135
KPVD,T. F. Green Airport,US,41.4326,71.2542,464408,2184
KOKC,Will Rogers World Airport,US,35.2335,97.363,718566,2377
GMMX,Marrakesh Menara Airport,MA,31.3625,8.0211,226395,3100
SKCG,Rafael Núñez International Airport,CO,10.2633,75.3047,492139,2600
WAOO,Syamsudin Noor Airport,ID,-3.2632,-114.4543,1003971,2500
DTMB,Monastir Habib Bourguiba International Airport,TN,35.4529,-10.4517,532109,2903
UGTB,Tbilisi International Airport,GE,41.4009,-44.5717,190958,3000
SEGU,José Joaquín de Olmedo International Airport,EC,-2.0927,79.5301,519730,2790
KLGB,Long Beach Airport,US,33.4904,118.0907,187790,3049
KRIC,Richmond International Airport,US,37.3018,77.191,366369,2744
LFOB,Beauvais-Tillé Airport,FR,49.2716,-2.0646,859214,2430
FIMP,Sir Seewoosagur Ramgoolam International Airport,MU,-20.2548,-57.4059,1422276,3370
ELLX,Luxembourg Findel Airport,LU,49.3724,-6.1216,1174975,4000
RKTN,Daegu International Airport,KR,35.5339,-128.3932,369223,3124
HAAB,Addis Ababa Bole International Airport,ET,8.584,-38.4758,476492,3800
KGEG,Spokane International Airport,US,47.3712,117.3202,91306,3353
SBFL,Hercílio Luz International Airport,BR,-27.4013,48.3309,262824,2300
EKBI,Billund Airport,DK,55.4425,-9.0907,184040,3100
LTFE,Milas-Bodrum Airport,TR,37.1502,-27.3951,184394,3000
VDSR,Siem Reap International Airport,KH,13.2438,-103.4847,175115,2550
KSDF,Louisville International Airport,US,38.1027,85.4411,841717,3623
DNAA,Nnamdi Azikiwe International Airport,NG,9.0025,-7.1547,435908,3609
LEMH,Menorca Airport,ES,39.5145,-4.1307,0,2100
KTUS,Tucson International Airport,US,32.0658,110.5628,41494,3352
VDPP,Phnom Penh International Airport,KH,11.3247,-104.5038,474008,3000
KORF,Norfolk International Airport,US,36.5341,76.1204,200115,2744
SPZO,Alejandro Velasco Astete International Airport,PE,-13.3208,71.5637,67240,3397
RJSS,Sendai Airport,JP,38.0823,-140.5501,660767,3000
LGKR,Corfu International Airport,GR,39.3607,-19.5442,0,2373
MYNN,Lynden Pindling International Airport,BS,25.022,77.2758,957730,3358
LDZA,Zagreb International Airport,HR,45.4435,-16.0408,89235,3252
RJFT,Kumamoto Airport,JP,32.5014,-130.5118,562737,3000
VVPQ,Phu Quoc International Airport,VN,10.1018,-103.5928,0,3000
LBBG,Burgas Airport,BG,42.3413,-27.3055,113657,3200
SBBE,Val de Cans International Airport,BR,-1.2305,48.2844,1896415,2800
URRR,Rostov-on-Don Airport,RU,47.153,-39.4906,1237712,2500
UWUU,Ufa International Airport,RU,54.3349,-55.5249,90637,675
VNKT,Tribhuvan International Airport,NP,27.4147,-85.2132,736155,3050
MDPC,Punta Cana International Airport,DO,18.34,68.2107,3649,3100
LPMA,Madeira International Airport Cristiano Ronaldo,PT,32.4139,16.4641,0,2781
RJFM,Miyazaki Airport,JP,31.5238,-131.2656,299187,2500
RJFU,Nagasaki Airport,JP,32.5501,-129.545,0,3000
UWKD,Kazan International Airport,RU,55.3624,-49.1654,54036,3724
PHKO,Kona International Airport,US,19.442,156.0246,0,3353
WMKJ,Senai International Airport,MY,1.3826,-103.4012,196310,3800
LDSP,Split Airport,HR,43.322,-16.1753,191418,2550
RJBE,Kobe Airport,JP,34.3758,-135.1326,1670044,2500
YSCB,Canberra Airport,AU,-35.1825,-149.1142,505929,3283
SBVT,Eurico de Aguiar Salles Airport,BR,-20.1529,40.1711,1624850,1750
OISS,Shiraz International Airport,IR,29.3221,-52.3524,477713,4272
LIPX,Verona Villafranca Airport,IT,45.2347,-10.5317,652733,3068
UWWW,Kurumoch International Airport,RU,53.3006,-50.0918,1546437,2548
HLLT,Tripoli International Airport,LY,32.401,-13.0924,264500,3600
VOCL,Calicut International Airport,IN,11.0813,-75.5719,0,2860
EGPD,Aberdeen Airport,GB,57.1209,2.1153,443486,1953
RJOM,Matsuyama Airport,JP,33.4938,-132.42,225340,2500
UTTT,Tashkent International Airport,UZ,41.1528,-69.1652,4061080,4000
SBGO,Santa Genoveva Airport,BR,-16.3747,49.1336,293526,2500
LIPH,Treviso Airport,IT,45.3903,-12.1152,1701794,2420
LGSA,Chania International Airport,GR,35.3154,-24.0859,352355,3347
EETN,Tallinn Airport,EE,59.2459,-24.4757,600034,3070
HESH,Sharm el-Sheikh International Airport,EG,27.5838,-34.2341,2545,3081
MSLP,El Salvador International Airport,SV,13.2627,89.032,258347,3200
RJOA,Hiroshima Airport,JP,34.261,-132.5508,4103313,3000
VEBS,Biju Patnaik International Airport,IN,20.144,-85.4904,711555,2743
ZHYC,Yichang Sanxia Airport,CN,30.3323,-111.2848,513911,2600
LATI,Tirana International Airport NÃ«nÃ« Tereza,AL,41.2453,-19.4314,22896,2734
EPMO,Warsaw Modlin Airport,PL,52.2704,-20.3906,424896,2500
KELP,El Paso International Airport,US,31.4826,106.2241,571039,3664
KSFB,Orlando Sanford International Airport,US,28.464,81.1415,667071,3353
PHLI,Lihue Airport,US,21.5834,159.202,0,1981
PGUM,Antonio B. Won Pat International Airport,GU,13.2902,-144.4749,0,3662
WMSA,Sultan Abdul Aziz Shah Airport,MY,3.0752,-101.3253,1916867,3780
OIBK,Kish International Airport,IR,26.3134,-53.5849,0,3659
VTCT,Chiang Rai International Airport,TH,19.5708,-99.5258,254685,3000
VEPT,Lok Nayak Jayaprakash Airport,IN,25.3537,-85.0531,3280935,1954
EPWR,Copernicus Airport Wrocław,PL,51.061,-16.5309,396473,2500
SBCY,Marechal Rondon International Airport,BR,-15.39,56.0703,598031,2300
OIAW,Ahvaz International Airport,IR,31.2015,-48.4543,340754,3398
LUKK,Chișinău International Airport,MD,46.554,-28.5551,277705,3590
WAMM,Sam Ratulangi International Airport,ID,1.3257,-124.5534,220606,2650
UKKK,Kyiv International Airport (Zhuliany),UA,50.2406,-30.2706,908659,2310
KGRR,Gerald R. Ford International Airport,US,42.5251,85.3122,212566,3048
KTUL,Tulsa International Airport,US,36.1154,95.5317,202541,3048
LIEO,Olbia Costa Smeralda Airport,IT,40.5309,-9.3101,122830,2445
SKBQ,Ernesto Cortissoz International Airport,CO,10.5322,74.465,63026,3000
KBHM,Birmingham-Shuttlesworth International Airport,US,33.335,86.4508,109120,3657
LRCL,Cluj International Airport,RO,46.4706,-23.411,116226,2040
NFFN,Nadi International Airport,FJ,-17.4519,-177.2635,31205,3273
UDYZ,Zvartnots International Airport,AM,40.085,-44.2345,578455,3850
LGKO,Kos Island International Airport,GR,36.4736,-27.053,13006,2400
LIRQ,Florence Airport Peretola,IT,43.4836,-11.1214,324582,1750
VTUD,Udon Thani International Airport,TH,17.2311,-102.4717,405175,3048
SBEG,Eduardo Gomes International Airport,BR,-3.0228,60.0302,420701,2700
LEST,Santiago de Compostela Airport,ES,42.5347,8.2455,167860,3200
WICT,Radin Inten II Airport,ID,-5.1433,-105.1044,1110155,2500
WAHQ,Adisumarmo International Airport,ID,-7.3058,-110.4525,3040179,2600
UHWW,Vladivostok International Airport,RU,43.2357,-132.0904,1140236,973
VTSM,Samui Airport,TH,9.3252,-100.0343,130140,2100
UNKL,Yemelyanovo International Airport,RU,56.1018,-92.2936,67548,3700
MGGT,La Aurora International Airport,GT,14.3454,90.3136,499247,2987
KDSM,Des Moines International Airport,US,41.3202,93.3947,80441,2744
RKTU,Cheongju International Airport,KR,36.4259,-127.2956,2359853,2743
ZGZJ,Zhanjiang Airport,CN,21.1303,-110.2129,1374239,2400
LICA,Lamezia Terme International Airport,IT,38.5419,-16.1432,555403,2414
EDDW,Bremen Airport,DE,53.0251,-8.4712,1061729,2634
LDDU,Dubrovnik Airport,HR,42.3341,-18.1606,1549,3300
RPVK,Kalibo International Airport,PH,11.4046,-122.2234,415757,2300
ZSXZ,Xuzhou Guanyin Airport,CN,34.0333,-117.3318,2100879,3400
LCPH,Paphos International Airport,CY,34.4306,-32.2906,0,2699
EGAC,George Best Belfast City Airport,GB,54.3705,5.5221,253574,1829
YMHB,Hobart International Airport,AU,-42.5012,-147.3036,30834,2251
ZSWH,Weihai Dashuibo Airport,CN,37.1113,-122.1344,295335,2600
ROIG,New Ishigaki Airport,JP,24.2347,-124.1442,73077,2000
ESSB,Stockholm Bromma Airport,SE,59.2116,-17.5623,459968,1668
MMMD,Manuel Crescencio RejÃ³n International Airport,MX,20.5613,89.3928,110655,3200
EDFH,Frankfurt-Hahn Airport,DE,49.5654,-7.1551,794472,3800
FNLU,Quatro de Fevereiro Airport,AO,-8.5129,-13.1352,0,3716
KROC,Greater Rochester International Airport,US,43.0708,77.4021,1033443,2439
VOVZ,Visakhapatnam Airport,IN,17.4316,-83.1328,490311,3050
URMM,Mineralnye Vody Airport,RU,44.133,-43.0455,908920,3900
RCMQ,Taichung Airport,TW,24.1553,-120.3716,1129557,3658
KALB,Albany International Airport,US,42.4457,73.4807,149593,2591
SLVR,Viru Viru International Airport,BO,-17.3841,63.0807,76843,3500
ZSYA,Yangzhou Taizhou Airport,CN,32.3342,-119.4254,3323193,2400
EDDP,Leipzig/Halle Airport,DE,51.2526,-12.1411,1203117,3600
ENTC,Tromsø Airport,NO,69.4053,-18.5504,39865,2447
RCBS,Kinmen Airport,TW,24.254,-118.2132,561132,3001
WAJJ,Sentani Airport,ID,-2.3437,-140.3058,45365,2500
ZBLA,Hulunbuir Hailar Airport,CN,49.1218,-119.493,21602,2600
MMLO,Bajío International Airport,MX,20.5936,101.2852,1153405,3499
LIBR,Brindisi - Salento Airport,IT,40.3927,-17.5649,627254,1796
EICK,Cork Airport,IE,51.5029,8.2928,56964,2133
FMEE,Roland Garros Airport,RE,-20.5324,-55.3059,0,3200
VOCB,Coimbatore International Airport,IN,11.0136,-77.023,3210197,2990
VISR,Srinagar Airport,IN,33.5914,-74.4627,579854,3685
LBWN,Varna Airport,BG,43.1355,-27.4931,157079,2517
MMCL,Bachigualato Federal International Airport,MX,24.4552,107.2826,317581,2300
OIFM,Isfahan International Airport,IR,32.4503,-51.514,868560,4397
LGSR,Santorini (Thira) National Airport,GR,36.2357,-25.2845,63237,2125
VICG,Chandigarh International Airport,IN,30.4024,-76.4719,1074553,2744
TFFR,Pointe-à-Pitre International International Airport,GP,16.1551,61.3133,417238,3500
ESKN,Stockholm Skavsta Airport,SE,58.4719,-16.5444,158179,2878
UIII,International Airport Irkutsk,RU,52.1605,-104.232,1270036,3564
SACO,Ingeniero Aeronáutico Ambrosio L.V. Taravella International Airp,AR,-31.1836,64.123,807250,3200
HEBA,Borg El Arab Airport,EG,30.5504,-29.4147,40628,3400
WBGR,Miri Airport,MY,4.1931,-113.5917,0,2745
HSSS,Khartoum International Airport,SD,15.3522,-32.3312,364133,2980
BKPR,Pristina International Airport,XK,42.3422,-21.0209,778097,2501
LWSK,"Skopje ""Alexander the Great"" Airport",MK,41.574,-21.3737,105441,3042
VAID,Devi Ahilyabai Holkar Airport,IN,22.4318,-75.4803,795867,2750
UMKK,Khrabrovo Airport,RU,54.5324,-20.3533,606965,2500
ESMS,Malmö Airport,SE,55.3148,-13.2217,464285,2800
LTAU,Erkilet International Airport,TR,38.4613,-35.2943,258251,3000
UHHH,Khabarovsk Novy Airport,RU,48.3141,-135.1117,862970,4000
NZQN,Queenstown Airport,NZ,-45.0116,-168.442,1268,1891
KGSP,Greenville-Spartanburg International Airport,US,34.5344,82.1308,202925,3353
VEBD,Bagdogra Airport,IN,26.4052,-88.1943,1776131,2754
GOOY,Léopold Sédar Senghor International Airport,SN,14.4422,17.2924,0,3490
VTSB,Surat Thani Airport,TH,9.0757,-99.0808,221420,3000
KPSP,Palm Springs International Airport,US,33.4947,116.3025,34606,3048
WIPK,Depati Amir Airport,ID,-2.0943,-106.082,412548,2250
TNCA,Queen Beatrix International Airport,AW,12.3005,70.0055,206583,2743
VVVH,Vinh International Airport,VN,18.4412,-105.4016,334343,2400
UCFM,Manas International Airport,KG,43.0341,-74.2839,217842,4204
ENTO,Sandefjord Airport Torp,NO,59.1112,-10.1531,174517,2989
VOML,Mangalore Airport (India),IN,12.5741,-74.5324,0,1615
YPDN,Darwin International Airport,AU,-12.2453,-130.5237,0,3354
VANP,Dr. Babasaheb Ambedkar International Airport,IN,21.0532,-79.025,5422713,1938
VIAR,Sri Guru Ram Dass Jee International Airport,IN,31.4228,-74.4757,8197766,3658
WMKC,Sultan Ismail Petra Airport,MY,6.0958,-102.1735,1497619,2400
ZWSH,Kashgar Airport,CN,39.3235,-76.0112,250441,3200
LTCC,Diyarbakır Airport,TR,37.5338,-40.1203,277601,3549
WATT,El Tari Airport,ID,-10.1017,-123.4016,45142,2500
ZBOW,Baotou Airport,CN,40.3335,-109.5949,128260,2800
RPVI,Iloilo International Airport,PH,10.4957,-122.2935,137046,2500
EDLW,Dortmund Airport,DE,51.3106,-7.3644,4138310,2000
RJOT,Takamatsu Airport,JP,34.1251,-134.0058,1779291,2500
EGHI,Southampton Airport,GB,50.5701,1.2124,397545,1723
SBMO,Zumbi dos Palmares International Airport,BR,-9.3102,35.4701,412148,2602
KTYS,McGhee Tyson Airport,US,35.484,83.5938,47154,2745
USTR,Roshchino International Airport,RU,57.1006,-65.19,54692,3003
VEBN,Lal Bahadur Shastri Airport,IN,25.2708,-82.5134,3559211,2745
KMHT,Manchester-Boston Regional Airport,US,42.5557,71.2608,2381431,2819
LEGE,Girona-Costa Brava Airport,ES,41.5403,-2.4538,4559093,2400
RKJJ,Gwangju Airport,KR,35.0735,-126.4832,1271352,2835
LZIB,Bratislava Airport,SK,48.1012,-17.1246,1022740,2900
DAOO,Ahmed Ben Bella Airport,DZ,35.3718,0.3724,660642,3060
SKSP,Gustavo Rojas Pinilla International Airport,CO,12.3501,81.424,0,2380
LFQQ,Lille Airport,FR,50.3348,-3.0513,1661082,2825
RJFO,Oita Airport,JP,33.2846,-131.4413,564157,3000
LOWS,Salzburg Airport,AT,47.474,-13.0012,232834,2750
EDLV,Weeze Airport,DE,51.3609,-6.0832,1162714,2440
SCFA,Cerro Moreno International Airport,CL,-23.264,70.2642,26775,2599
VTBU,U-Tapao International Airport,TH,12.4047,-101.0018,0,3505
EPPO,Poznań–Ławica Airport,PL,52.2516,-16.4935,376938,2504
SBFI,Foz do Iguaçu International Airport,BR,-25.3601,54.2906,143062,2200
LPPD,JoÃ£o Paulo II Airport,PT,37.4431,25.4152,0,2497
LFMT,Montpellier-Méditerranée Airport,FR,43.3435,-3.5747,389634,2600
SKBG,Palonegro International Airport,CO,7.0735,73.1105,1890589,2260
TNCC,Curaçao International Airport,CW,12.112,68.5735,4529,3410
VTUU,Ubon Ratchathani Airport,TH,15.1506,-104.5213,622603,3002
WIPA,Sultan Thaha Airport,ID,-1.3817,-103.3838,44605,2400
ENBO,Bodø Airport,NO,67.1609,-14.2155,30394,2794
VTUK,Khon Kaen Airport,TH,16.28,-102.4702,466465,3050
RPMY,Laguindingan Airport,PH,8.3645,-124.2725,192929,2100
LJLJ,Ljubljana Jože Pučnik Airport,SI,46.1328,-14.2722,562906,3300
KMSN,Dane County Regional Airport,US,43.0823,89.2015,536440,2745
LGZA,Zakynthos International Airport,GR,37.4503,-20.5303,0,2228
VVPB,Phu Bai International Airport,VN,16.2406,-107.4211,113863,2675
SLLP,El Alto International Airport,BO,-16.3048,68.1132,161791,4000
RJCH,Hakodate Airport,JP,41.4612,-140.4919,39803,3000
RPVP,Puerto Princesa International Airport,PH,9.4432,-118.4532,168805,2600
RJNK,Komatsu Airport,JP,36.2338,-136.2429,998672,2700
ZPDL,Dali Airport,CN,25.3904,-100.1905,377915,2500
EHRD,Rotterdam The Hague Airport,NL,51.5656,-4.2602,1410547,2200
KPWM,Portland International Jetport,US,43.3846,70.1833,141895,2195
USRR,Surgut International Airport,RU,61.2036,-73.2412,360501,2790
VVCI,Cat Bi International Airport,VN,20.4909,-106.433,4174425,2400
ZWKL,Korla Airport,CN,41.3659,-86.0835,62930,2780
EINN,Shannon Airport,IE,52.4207,8.5529,279621,3199
MDSD,Las AmÃ©ricas International Airport,DO,18.2546,69.4008,220374,3355
MMHO,Hermosillo International Airport,MX,29.0545,111.0253,106771,2300
EDDC,Dresden Airport,DE,51.0804,-13.4605,663344,2850
SPQU,Rodríguez Ballón International Airport,PE,-16.2028,71.3459,308184,2960
SUMU,Carrasco International Airport,UY,-34.5018,56.0151,692503,2250
LTCI,Van Ferit Melen Airport,TR,38.2806,-43.1956,118542,2750
EGJJ,Jersey,JE,49.1229,2.1143,307597,1706
ROMY,Miyako Airport,JP,24.4658,-125.1742,0,2000
TNCM,Princess Juliana International Airport,SX,18.0227,63.0634,484646,2300
WASS,Dominique Edward Osok Airport,ID,-0.5339,-131.172,1741,2500
OITT,Tabriz International Airport,IR,38.0802,-46.1406,1173306,3656
RJFR,Kitakyushu Airport,JP,33.5044,-131.0206,530805,2500
USCC,Chelyabinsk Airport,RU,55.1818,-61.3018,1532791,3200
LRTR,Timișoara Traian Vuia International Airport,RO,45.4836,-21.2017,752861,3500
FAPE,Port Elizabeth Airport,ZA,-33.5905,-25.3637,447340,1980
KICT,Wichita Dwight D. Eisenhower National Airport,US,37.39,97.2559,197524,3140
SECU,Mariscal Lamar International Airport,EC,-2.5322,78.5904,59930,1900
UKLL,Lviv Danylo Halytskyi International Airport,UA,49.4845,-23.5722,544698,3305
YBTL,Townsville Airport,AU,-19.1512,-146.4554,7625,2438
EKYT,Aalborg Airport,DK,57.0534,-9.5057,184677,2654
EGFF,Cardiff Airport,GB,51.2348,3.2036,703905,2392
LFKJ,Ajaccio Napoleon Bonaparte Airport,FR,41.5526,-8.4809,0,2407
ORER,Erbil International Airport,IQ,36.1415,-43.5747,287895,4800
MMCU,General Roberto Fierro Villalobos International Airport,MX,28.421,105.5743,104878,2600
WAWW,Haluoleo Airport,ID,-4.0454,-122.2505,298477,2500
KHPN,Westchester County Airport,US,41.0401,73.4227,1891598,1996
MNMG,Augusto C. Sandino International Airport,NI,12.0829,86.1005,1949204,2442
HUEN,Entebbe International Airport,UG,0.0241,-32.2635,379079,3658
USPP,Perm International Airport,RU,57.5452,-56.0116,60414,3206
VVDL,Lien Khuong Airport,VN,11.4502,-108.2226,168843,3250
SKPE,Matecaña International Airport,CO,4.4845,75.4422,225950,2020
RJOB,Okayama Airport,JP,34.4525,-133.5118,2075487,3000
VERC,Birsa Munda Airport,IN,23.1851,-85.1918,658211,2713
SBSL,Marechal Cunha Machado International Airport,BR,-2.3513,44.141,641248,2385
VERP,Swami Vivekananda Airport,IN,21.1052,-81.4419,2456840,2286
WAPP,Pattimura Airport,ID,-3.4237,-128.052,209848,2500
ZSSH,Huai'an Lianshui Airport,CN,33.4638,-119.0853,2290569,2400
RPLC,Clark International Airport,PH,15.1109,-120.3336,600188,3200
ZYYJ,Yanji Chaoyangchuan Airport,CN,42.5258,-129.2704,164242,2600
MTPP,Toussaint Louverture International Airport,HT,18.3448,72.1733,1306276,3040
UTAA,Ashgabat International Airport,TM,37.5913,-58.2139,152063,3800
VTSF,Nakhon Si Thammarat Airport,TH,8.3222,-99.5641,456653,2100
MMVR,General Heriberto Jara International Airport,MX,19.0845,96.1114,2612104,1523
URKA,Anapa Airport,RU,45.0008,-37.205,289566,2500
EGMC,London Southend Airport,GB,51.3413,-0.4136,3249327,1856
RJOK,Kōchi Airport,JP,33.3246,-133.4008,193126,2500
VOTR,Tiruchirappalli International Airport,IN,10.4555,-78.4235,430828,2480
SBNF,Navegantes Airport,BR,-26.5243,48.3903,9726,1701
SKSM,Simón Bolívar International Airport (Colombia),CO,11.071,74.135,321154,1700
SBCG,Campo Grande International Airport,BR,-20.281,54.4013,107115,2600
WBGS,Sibu Airport,MY,2.1551,-111.5855,143571,2745
UKOO,Odessa International Airport,UA,46.2537,-30.4041,356621,2800
SCCF,El Loa Airport,CL,-22.2923,68.5413,23923,2889
HTDA,Julius Nyerere International Airport,TZ,-6.5241,-39.121,623643,3000
VOPB,Veer Savarkar International Airport,IN,11.3828,-92.4347,5838,3290
DGAA,Kotoka International Airport,GH,5.3617,0.1003,749398,3403
LEAS,Asturias Airport,ES,43.3349,6.0205,497233,2200
LLET,Eilat Airport,IL,29.333,-34.5732,5468,1900
UCFO,Osh Airport,KG,40.3632,-72.4735,304496,2614
AYPY,Jacksons International Airport,PG,-9.2636,-147.1312,290224,2750
LFKB,Bastia - Poretta Airport,FR,42.33,-9.2905,38883,2520
LGMK,Mykonos Island National Airport,GR,37.2606,-25.2053,122884,1903
MMTG,Tuxtla Gutiérrez International Airport,MX,16.3349,93.0121,136131,2500
SLCB,Jorge Wilstermann International Airport,BO,-17.2515,66.1037,1144830,3798
VIJU,Jammu Airport,IN,32.4121,-74.5015,2389963,2059
WAML,Mutiara Airport,ID,-0.5507,-119.5436,0,2250
MMCS,Abraham GonzÃ¡lez International Airport,MX,31.3811,106.2544,656266,2700
KIWA,Phoenix-Mesa Gateway Airport,US,33.1828,111.3922,43895,3109
DTTJ,Djerba-Zarzis International Airport,TN,33.523,-10.4631,161847,3220
ZGZH,Liuzhou Bailian Airport,CN,24.1227,-109.2328,591492,2500
YMLT,Launceston Airport,AU,-41.3242,-147.1254,186170,1981
UTDD,Dushanbe International Airport,TJ,38.3206,-68.4905,334875,3112
SBJP,Presidente Castro Pinto International Airport,BR,-7.0845,34.5655,0,2515
GMAD,Agadir-Al Massira Airport,MA,30.193,9.2447,403421,3200
ZWYN,Yining Airport,CN,43.5721,-81.1949,97153,2400
WARA,Abdul Rachman Saleh Airport,ID,-7.5535,-112.425,4439815,2300
RPVE,Godofredo P. Ramos Airport,PH,11.5529,-121.5718,9070,950
KISP,Long Island MacArthur Airport,US,40.4743,73.0601,121084,2135
RJSK,Akita Airport,JP,39.3656,-140.1308,301862,2500
LIEA,Alghero-Fertilia Airport,IT,40.3752,-8.1719,62679,3000
KCOS,Colorado Springs Airport,US,38.4821,104.4204,72583,4115
ZHLY,Luoyang Beijiao Airport,CN,34.4428,-112.2317,897956,2500
VEAT,Agartala Airport,IN,23.5324,-91.1432,4888678,2286
ENRY,Moss Airport Rygge,NO,59.2244,-10.4708,197224,2442
GCLA,La Palma Airport,ES,28.3735,17.452,0,2200
WBSB,Brunei International Airport,BN,4.5639,-114.5541,65597,3658
ZWAK,Aksu Airport,CN,41.1545,-80.173,106764,2400
LICT,Vincenzo Florio Airport Trapani-Birgi,IT,37.5443,-12.2936,0,2695
URML,Uytash Airport,RU,42.49,-47.3908,129121,2640
VOMD,Madurai Airport,IN,9.5001,-78.0522,1042700,2285
KBTV,Burlington International Airport,US,44.2819,73.0912,229993,2536
PHTO,Hilo International Airport,US,19.4313,155.0253,0,1707
LTDA,Hatay Airport,TR,36.2146,-36.1656,949072,3045
KLEX,Blue Grass Airport,US,38.0211,84.3621,650145,2135
MUVR,Juan Gualberto GÃ³mez Airport,CU,23.0204,81.2607,286459,3502
YWLM,Newcastle Airport (New South Wales),AU,-32.4742,-151.5002,28055,2438
WBKW,Tawau Airport,MY,4.1848,-118.0719,173222,2685
OPPS,Bacha Khan International Airport,PK,33.5938,-71.3053,510505,2743
SCDA,Diego Aracena International Airport,CL,-20.3207,70.1053,128394,3350
LYTV,Tivat Airport,ME,42.2417,-18.4324,5919,2500
LIMJ,Genoa Cristoforo Colombo Airport,IT,44.2448,-8.5015,384638,2916
EDSB,Karlsruhe/Baden-Baden Airport,DE,48.4646,-8.045,1131932,3060
MMVA,Carlos Rovirosa PÃ©rez International Airport,MX,17.5942,92.4902,232450,2200
SCTE,El Tepual Airport,CL,-41.2619,73.0538,119840,2650
SBAR,Santa Maria Airport (Sergipe),BR,-10.5907,37.0424,247444,2200
EGCN,Robin Hood Airport Doncaster Sheffield,GB,53.2831,1.0015,1801807,2893
VVBM,Buon Ma Thuot Airport,VN,12.4005,-108.0712,371900,3000
ZWTN,Hotan Airport,CN,37.0219,-79.5154,65316,3200
LYPG,Podgorica Airport,ME,42.2134,-19.1507,99974,3047
LFST,Strasbourg Airport,FR,48.3231,-7.3804,462818,2400
KACY,Atlantic City International Airport,US,39.2727,74.3438,711154,1873
LTAN,Konya Airport,TR,37.5844,-32.3343,277224,3350
ESPA,Luleå Airport,SE,65.3237,-22.0719,55578,3350
OIKB,Bandar Abbas International Airport,IR,27.1305,-56.224,72175,3660
OOSA,Salalah Airport,OM,17.022,-54.0532,211067,3340
LELC,Murcia-San Javier Airport,ES,37.4629,0.4844,0,2300
LTCB,Ordu-Giresun Airport,TR,40.58,-38.0448,439204,3000
LFBZ,Biarritz Pays Basque Airport,FR,43.2806,1.3124,207205,2250
SAZS,San Carlos de Bariloche Airport,AR,-41.0904,71.0927,14531,2348
MRLB,Daniel Oduber Quirós International Airport,CR,10.3535,85.3244,105948,2750
EDJA,Memmingen Airport,DE,47.5933,-10.1437,530478,2981
WITT,Sultan Iskandar Muda International Airport,ID,5.3124,-95.2513,172817,3000
NTAA,Faa'a International Airport,PF,-17.3324,149.364,0,3420
RJSA,Aomori Airport,JP,40.44,-140.412,374572,3000
SKCC,Camilo Daza International Airport,CO,7.5539,72.3042,658426,1933
UUBW,Ramenskoye Airport,RU,55.3312,-38.0906,863809,5402
URWW,Volgograd International Airport,RU,48.4654,-44.2048,436791,2300
LRIA,Iași International Airport,RO,47.1044,-27.3712,440011,2400
LECO,A Coruña Airport,ES,43.1807,8.2238,1004182,2338
UWGG,Strigino International Airport,RU,56.1348,-43.4712,844140,500
ENAL,Ålesund Airport Vigra,NO,62.3345,-6.0711,131053,2314
MMML,General Rodolfo SÃ¡nchez Taboada International Airport,MX,32.375,115.1428,190564,2600
MWCR,Owen Roberts International Airport,KY,19.1733,81.2133,134890,2136
YBSU,Sunshine Coast Airport,AU,-26.3612,-153.0531,139814,1797
RJEC,Asahikawa Airport,JP,43.4015,-142.2649,151009,2500
ZUJZ,Jiuzhai Huanglong Airport,CN,32.5115,-103.4106,30624,3200
HKMO,Moi International Airport,KE,-4.0224,-39.3524,250536,3350
RJOS,Tokushima Airport,JP,34.0756,-134.3632,798390,2500
HEAX,El Nouzha Airport,EG,31.1102,-29.5656,48985,2201
EFOU,Oulu Airport,FI,64.5545,-25.212,37102,2501
KCID,The Eastern Iowa Airport,US,41.5305,91.4239,173854,2622
HEMA,Marsa Alam International Airport,EG,25.3325,-34.3501,760,3000
GVAC,Amílcar Cabral International Airport,CV,16.4433,22.5653,0,3272
LOWI,Innsbruck Airport,AT,47.1537,-11.2038,324824,2000
UNOO,Omsk Tsentralny Airport,RU,54.58,-73.183,53644,2876
VAUD,Maharana Pratap Airport,IN,24.3704,-73.5346,390928,2743
SKMD,Olaya Herrera Airport,CO,6.1311,75.3525,1313246,2510
SAME,Governor Francisco Gabrielli International Airport,AR,-32.4954,68.4734,16191,2789
DNPO,Port Harcourt International Airport,NG,5.0055,-6.5658,517132,3001
SBTE,Teresina Airport,BR,-5.0338,42.4928,455332,2200
PAFA,Fairbanks International Airport,US,64.4854,147.5122,54741,3597
KCAE,Columbia Metropolitan Airport,US,33.562,81.071,128048,2439
RPMZ,Zamboanga International Airport,PH,6.5521,-122.0336,794123,2611
UATE,Aktau Airport,KZ,43.5136,-51.0531,3606,3052
LEVX,Vigo-Peinador Airport,ES,42.1345,8.3739,270235,2400
WIGG,Fatmawati Soekarno Airport,ID,-3.5143,-102.2013,349681,2239
UHSS,Yuzhno-Sakhalinsk Airport,RU,46.5313,-142.4319,37480,3400
ENCN,Kristiansand Airport Kjevik,NO,58.1214,-8.0506,180908,2035
NZNS,Nelson Airport (New Zealand),NZ,-41.1754,-173.1316,76530,1347
SBUL,Uberlândia Airport,BR,-18.5301,48.1331,116340,1950
VIDN,Jolly Grant Airport,IN,30.1123,-78.1049,1755737,2140
LQSA,Sarajevo International Airport,BA,43.4929,-18.1953,232331,2700
